ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.25,0.75,0.5,0.5,1.0,4.0
0.4375,0.5625,0.625,0.375,0.8125,16.0
0.5238095238095238,0.47619047619047616,0.5714285714285714,0.42857142857142855,0.5238095238095238,21.0
0.25,0.75,0.7,0.3,0.75,20.0
0.5217391304347826,0.4782608695652174,0.6086956521739131,0.391304347826087,0.5652173913043478,23.0
0.3888888888888889,0.6111111111111112,0.5,0.5,0.5,18.0
0.32142857142857145,0.6785714285714286,0.7142857142857143,0.2857142857142857,0.75,28.0
0.5,0.5,0.55,0.45,0.65,20.0
0.391304347826087,0.6086956521739131,0.43478260869565216,0.5652173913043478,0.6521739130434783,23.0
0.6,0.4,0.52,0.48,0.56,25.0
0.36363636363636365,0.6363636363636364,0.5,0.5,0.6818181818181818,22.0
0.45,0.55,0.55,0.45,0.65,20.0
