ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.7222222222222222,0.2777777777777778,0.5555555555555556,0.4444444444444444,0.8888888888888888,18.0
0.3333333333333333,0.6666666666666666,0.5128205128205128,0.48717948717948717,0.6666666666666666,39.0
0.5833333333333334,0.4166666666666667,0.5277777777777778,0.4722222222222222,0.5,36.0
0.5,0.5,0.5294117647058824,0.47058823529411764,0.6764705882352942,34.0
0.37209302325581395,0.6046511627906976,0.5581395348837209,0.4186046511627907,0.6976744186046512,43.0
0.52,0.48,0.48,0.52,0.52,25.0
0.46153846153846156,0.5384615384615384,0.48717948717948717,0.5128205128205128,0.41025641025641024,39.0
0.41025641025641024,0.5897435897435898,0.5128205128205128,0.48717948717948717,0.5384615384615384,39.0
0.45454545454545453,0.5454545454545454,0.5757575757575758,0.42424242424242425,0.6060606060606061,33.0
0.5476190476190477,0.4523809523809524,0.5714285714285714,0.42857142857142855,0.5,42.0
0.5128205128205128,0.48717948717948717,0.4358974358974359,0.5641025641025641,0.6666666666666666,39.0
0.5,0.5,0.625,0.375,0.725,40.0
