ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.3125,0.6875,0.5,0.5,0.7083333333333334,48.0
0.46875,0.53125,0.546875,0.453125,0.65625,64.0
0.34210526315789475,0.6447368421052632,0.47368421052631576,0.5131578947368421,0.6578947368421053,76.0
0.47058823529411764,0.5294117647058824,0.4411764705882353,0.5588235294117647,0.6470588235294118,68.0
0.5671641791044776,0.417910447761194,0.4925373134328358,0.4925373134328358,0.6567164179104478,67.0
0.4084507042253521,0.5915492957746479,0.49295774647887325,0.5070422535211268,0.7746478873239436,71.0
0.48484848484848486,0.5151515151515151,0.5,0.5,0.6060606060606061,66.0
0.4594594594594595,0.527027027027027,0.5540540540540541,0.43243243243243246,0.7162162162162162,74.0
0.5,0.5,0.5178571428571429,0.48214285714285715,0.5714285714285714,56.0
0.4794520547945205,0.5205479452054794,0.589041095890411,0.410958904109589,0.6438356164383562,73.0
0.4090909090909091,0.5909090909090909,0.5606060606060606,0.4393939393939394,0.6515151515151515,66.0
0.44594594594594594,0.5540540540540541,0.5,0.5,0.6621621621621622,74.0
