ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.42857142857142855,7.0
0.16666666666666666,0.8333333333333334,0.3888888888888889,0.6111111111111112,0.5555555555555556,18.0
0.14285714285714285,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.6190476190476191,21.0
0.48717948717948717,0.5128205128205128,0.5128205128205128,0.48717948717948717,0.8205128205128205,39.0
0.37037037037037035,0.5925925925925926,0.5925925925925926,0.37037037037037035,0.7407407407407407,27.0
0.3125,0.6875,0.4375,0.5625,0.65625,32.0
0.43243243243243246,0.5675675675675675,0.6486486486486487,0.35135135135135137,0.5945945945945946,37.0
0.5714285714285714,0.42857142857142855,0.6,0.4,0.5428571428571428,35.0
0.35294117647058826,0.6470588235294118,0.47058823529411764,0.5294117647058824,0.5,34.0
0.35714285714285715,0.6071428571428571,0.4642857142857143,0.5,0.7142857142857143,28.0
0.5172413793103449,0.4827586206896552,0.3793103448275862,0.6206896551724138,0.5862068965517241,29.0
0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5555555555555556,36.0
