ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.6666666666666666,0.3333333333333333,0.5416666666666666,0.4583333333333333,0.4166666666666667,24.0
0.7,0.3,0.5666666666666667,0.43333333333333335,0.6333333333333333,30.0
0.5483870967741935,0.45161290322580644,0.5806451612903226,0.41935483870967744,0.7419354838709677,31.0
0.4838709677419355,0.5161290322580645,0.45161290322580644,0.5483870967741935,0.7419354838709677,31.0
0.37037037037037035,0.6296296296296297,0.6666666666666666,0.3333333333333333,0.5925925925925926,27.0
0.37037037037037035,0.6296296296296297,0.5925925925925926,0.4074074074074074,0.7037037037037037,27.0
0.43333333333333335,0.5666666666666667,0.5,0.5,0.6333333333333333,30.0
0.6774193548387096,0.3225806451612903,0.5161290322580645,0.4838709677419355,0.6451612903225806,31.0
0.5714285714285714,0.42857142857142855,0.35714285714285715,0.6428571428571429,0.6785714285714286,28.0
0.6363636363636364,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6363636363636364,33.0
0.4642857142857143,0.5357142857142857,0.5714285714285714,0.42857142857142855,0.5714285714285714,28.0
0.5666666666666667,0.43333333333333335,0.4666666666666667,0.5333333333333333,0.7,30.0
