ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.5,0.5,0.0,1.0,0.75,4.0
0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5833333333333334,12.0
0.4666666666666667,0.5,0.5333333333333333,0.43333333333333335,0.7666666666666667,30.0
0.6521739130434783,0.34782608695652173,0.43478260869565216,0.5652173913043478,0.6521739130434783,23.0
0.391304347826087,0.6086956521739131,0.4782608695652174,0.5217391304347826,0.8260869565217391,23.0
0.52,0.44,0.44,0.52,0.64,25.0
0.3939393939393939,0.6060606060606061,0.696969696969697,0.30303030303030304,0.7575757575757576,33.0
0.4583333333333333,0.5,0.5833333333333334,0.375,0.6666666666666666,24.0
0.42105263157894735,0.5789473684210527,0.5789473684210527,0.42105263157894735,0.7368421052631579,38.0
0.5652173913043478,0.43478260869565216,0.5217391304347826,0.4782608695652174,0.6521739130434783,23.0
0.47368421052631576,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.7368421052631579,19.0
0.4166666666666667,0.5416666666666666,0.20833333333333334,0.75,0.7083333333333334,24.0
