ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.6078431372549019,0.39215686274509803,0.5294117647058824,0.47058823529411764,0.7843137254901961,51.0
0.49230769230769234,0.49230769230769234,0.46153846153846156,0.5230769230769231,0.7230769230769231,65.0
0.4117647058823529,0.5735294117647058,0.5,0.4852941176470588,0.8235294117647058,68.0
0.4067796610169492,0.5932203389830508,0.5423728813559322,0.4576271186440678,0.7288135593220338,59.0
0.47560975609756095,0.524390243902439,0.45121951219512196,0.5487804878048781,0.7195121951219512,82.0
0.43478260869565216,0.5507246376811594,0.42028985507246375,0.5652173913043478,0.7681159420289855,69.0
0.47761194029850745,0.5074626865671642,0.5671641791044776,0.417910447761194,0.6268656716417911,67.0
0.5263157894736842,0.4605263157894737,0.47368421052631576,0.5131578947368421,0.7105263157894737,76.0
0.38333333333333336,0.6,0.5333333333333333,0.45,0.7166666666666667,60.0
0.48333333333333334,0.5166666666666667,0.5333333333333333,0.4666666666666667,0.8,60.0
0.5,0.48333333333333334,0.5833333333333334,0.4,0.7333333333333333,60.0
0.42857142857142855,0.5714285714285714,0.5833333333333334,0.4166666666666667,0.75,84.0
