ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.43636363636363634,0.5636363636363636,0.509090909090909,0.4909090909090909,0.5818181818181818,55.0
0.5641025641025641,0.4358974358974359,0.48717948717948717,0.5128205128205128,0.6025641025641025,78.0
0.4875,0.5,0.4625,0.525,0.575,80.0
0.4647887323943662,0.5352112676056338,0.5070422535211268,0.49295774647887325,0.6619718309859155,71.0
0.55,0.45,0.55,0.45,0.5875,80.0
0.47619047619047616,0.5238095238095238,0.39285714285714285,0.6071428571428571,0.5357142857142857,84.0
0.4925373134328358,0.4925373134328358,0.5373134328358209,0.44776119402985076,0.6417910447761194,67.0
0.5121951219512195,0.47560975609756095,0.43902439024390244,0.5487804878048781,0.6707317073170732,82.0
0.5131578947368421,0.4868421052631579,0.5657894736842105,0.4342105263157895,0.5263157894736842,76.0
0.4166666666666667,0.5833333333333334,0.5138888888888888,0.4861111111111111,0.6666666666666666,72.0
0.4375,0.546875,0.484375,0.5,0.609375,64.0
0.40298507462686567,0.5970149253731343,0.43283582089552236,0.5671641791044776,0.6268656716417911,67.0
