ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.47619047619047616,0.5238095238095238,0.42857142857142855,0.5714285714285714,0.5476190476190477,42.0
0.5714285714285714,0.42857142857142855,0.5079365079365079,0.49206349206349204,0.7619047619047619,63.0
0.46774193548387094,0.532258064516129,0.5,0.5,0.7258064516129032,62.0
0.5,0.5,0.515625,0.484375,0.78125,64.0
0.5606060606060606,0.4393939393939394,0.5,0.5,0.6363636363636364,66.0
0.5344827586206896,0.46551724137931033,0.5862068965517241,0.41379310344827586,0.7068965517241379,58.0
0.4857142857142857,0.5142857142857142,0.5285714285714286,0.4714285714285714,0.7142857142857143,70.0
0.4339622641509434,0.5660377358490566,0.5094339622641509,0.49056603773584906,0.7358490566037735,53.0
0.40625,0.59375,0.515625,0.484375,0.734375,64.0
0.43103448275862066,0.5689655172413793,0.46551724137931033,0.5344827586206896,0.7068965517241379,58.0
0.5254237288135594,0.4745762711864407,0.4067796610169492,0.5932203389830508,0.7796610169491526,59.0
0.4230769230769231,0.5769230769230769,0.34615384615384615,0.6538461538461539,0.7692307692307693,52.0
