ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.4731182795698925,0.5268817204301075,0.5161290322580645,0.4838709677419355,0.6451612903225806,93.0
0.5636363636363636,0.43636363636363634,0.5727272727272728,0.42727272727272725,0.7090909090909091,110.0
0.4326923076923077,0.5673076923076923,0.3557692307692308,0.6442307692307693,0.6923076923076923,104.0
0.5413533834586466,0.45864661654135336,0.5413533834586466,0.45864661654135336,0.7142857142857143,133.0
0.4918032786885246,0.5081967213114754,0.5163934426229508,0.48360655737704916,0.6967213114754098,122.0
0.5773195876288659,0.422680412371134,0.5051546391752577,0.4948453608247423,0.7628865979381443,97.0
0.45614035087719296,0.543859649122807,0.42105263157894735,0.5789473684210527,0.7017543859649122,114.0
0.4083333333333333,0.5916666666666667,0.475,0.525,0.7666666666666667,120.0
0.4857142857142857,0.5142857142857142,0.5619047619047619,0.4380952380952381,0.6666666666666666,105.0
0.5619834710743802,0.4380165289256198,0.512396694214876,0.48760330578512395,0.7520661157024794,121.0
0.43103448275862066,0.5689655172413793,0.5172413793103449,0.4827586206896552,0.6982758620689655,116.0
0.4918032786885246,0.5081967213114754,0.6229508196721312,0.3770491803278688,0.7622950819672131,122.0
