ascending,descending,momentum_pct,reversion_pct,spike_acc,total_num
0.5609756097560976,0.43902439024390244,0.5853658536585366,0.4146341463414634,0.8048780487804879,41.0
0.35135135135135137,0.6486486486486487,0.527027027027027,0.47297297297297297,0.6891891891891891,74.0
0.5268817204301075,0.4731182795698925,0.45161290322580644,0.5483870967741935,0.6989247311827957,93.0
0.48148148148148145,0.5185185185185185,0.5432098765432098,0.4567901234567901,0.7901234567901234,81.0
0.45,0.55,0.425,0.575,0.825,80.0
0.47126436781609193,0.5287356321839081,0.5977011494252874,0.40229885057471265,0.7241379310344828,87.0
0.4835164835164835,0.5164835164835165,0.4725274725274725,0.5274725274725275,0.7582417582417582,91.0
0.56,0.44,0.42,0.58,0.77,100.0
0.4431818181818182,0.5568181818181818,0.5340909090909091,0.4659090909090909,0.8068181818181818,88.0
0.5487804878048781,0.45121951219512196,0.5609756097560976,0.43902439024390244,0.6951219512195121,82.0
0.47126436781609193,0.5287356321839081,0.4827586206896552,0.5172413793103449,0.7471264367816092,87.0
0.5714285714285714,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.6547619047619048,84.0
